sentence_row,trial_row,participant_id,problem_id,choice,persona,sentence_index,sentence_text,reasoning_char_start,reasoning_char_end,prompt_token_end,model_p_b,question_id,question,choice_map,persona_map,z_maximum_gain,z_minimum_gain,z_maximum_loss,z_minimum_loss,z_sum_two_largest_gains,z_probability_maximum_gain,z_probability_minimum_gain,z_probability_maximum_loss,z_probability_minimum_loss,z_probability_two_largest_gains,z_expected_value,z_entropy,choice_evidence_B,is_masked_conclusion
9095,1070,70379,25,1,Outcome-Focused Decision-Maker,4,"In Option B, there are two ways to win some money which might be considered as a safety net in case I don't hit the maximum prize.",488,618,327,0.8175744414329529,Q13,"Which option do you prefer? Option A: 6000.0 dollars with 25.0 % chance, 0.0 dollars with 75.0 % chance. Option B: 4000.0 dollars with 25.0 % chance, 2000.0 dollars with 25.0 % chance, 0.0 dollars with 50.0 % chance.",1,Outcome-Focused Decision-Maker,-0.33140475,-0.257513,0.38447917,0.3270109,-0.14371821,0.14047687,0.016509056,-0.021150157,-0.015895605,0.08150825,-0.02437304,-0.25176278,-0.16232392,False
9096,1070,70379,25,1,Outcome-Focused Decision-Maker,5,"In contrast, Option A is an all-or-nothing situation - I either win $6000 or nothing at all.",619,711,353,0.8175744414329529,Q13,"Which option do you prefer? Option A: 6000.0 dollars with 25.0 % chance, 0.0 dollars with 75.0 % chance. Option B: 4000.0 dollars with 25.0 % chance, 2000.0 dollars with 25.0 % chance, 0.0 dollars with 50.0 % chance.",1,Outcome-Focused Decision-Maker,-0.41699627,-0.38247433,0.2506162,0.19556285,-0.28670675,-0.15425526,-0.19585842,0.06936866,-0.05214905,-0.14875019,-0.256122,-0.21492589,0.09990555,False
9097,1070,70379,25,1,Outcome-Focused Decision-Maker,6,"Even though the total potential win from both options is the same, I'm more drawn towards the option that gives me more opportunities to avoid a complete loss.",713,872,385,0.8175744414329529,Q13,"Which option do you prefer? Option A: 6000.0 dollars with 25.0 % chance, 0.0 dollars with 75.0 % chance. Option B: 4000.0 dollars with 25.0 % chance, 2000.0 dollars with 25.0 % chance, 0.0 dollars with 50.0 % chance.",1,Outcome-Focused Decision-Maker,-0.68088794,-0.7101315,0.023245007,0.5855228,-0.4422937,-0.2661962,-0.38332164,0.24515876,0.09239082,-0.21960509,-0.5049133,0.33979672,0.602877,False
9098,1070,70379,25,1,Outcome-Focused Decision-Maker,7,"In this case, Option B provides a higher chance of winning something, even if it's not the maximum amount.",873,979,408,0.8175744414329529,Q13,"Which option do you prefer? Option A: 6000.0 dollars with 25.0 % chance, 0.0 dollars with 75.0 % chance. Option B: 4000.0 dollars with 25.0 % chance, 2000.0 dollars with 25.0 % chance, 0.0 dollars with 50.0 % chance.",1,Outcome-Focused Decision-Maker,-0.24320132,-0.14932767,0.38317147,0.36352786,-0.27249432,0.084119834,0.07324794,-0.071162686,0.040560678,0.0042931437,0.0221937,0.11722863,0.09885505,False
9099,1070,70379,25,1,Outcome-Focused Decision-Maker,8,"So based on this analysis, I will choose Option X.",981,1031,421,0.8175744414329529,Q13,"Which option do you prefer? Option A: 6000.0 dollars with 25.0 % chance, 0.0 dollars with 75.0 % chance. Option B: 4000.0 dollars with 25.0 % chance, 2000.0 dollars with 25.0 % chance, 0.0 dollars with 50.0 % chance.",1,Outcome-Focused Decision-Maker,-0.64253587,-0.585485,-0.6053593,-0.51893854,-0.39049155,-0.37279838,-0.41081232,0.48768905,0.037108794,-0.3999481,-0.85473645,0.2895035,0.693853,True
9100,1071,70379,26,1,Outcome-Focused Decision-Maker,0,"Looking at the two options, it's clear that there are a few key factors to consider.",0,84,157,0.8175744414329529,Q11,"Which option do you prefer? Option A: 2500.0 dollars with 33.0 % chance, 2400.0 dollars with 66.0 % chance, 0.0 dollars with 1.0 % chance. Option B: 2400.0 dollars with 100.0 % chance.",1,Outcome-Focused Decision-Maker,-0.2831529,-0.8647602,0.29582033,0.54574776,0.035096608,-0.27738822,-0.06936267,-0.07116312,-0.20411007,-0.07380837,-0.29378384,0.42581463,-0.7999772,False
9101,1071,70379,26,1,Outcome-Focused Decision-Maker,1,"Option A provides a 33% chance of winning $2500, a 66% chance of winning $2400, and a 1% chance of winning nothing.",85,200,198,0.8175744414329529,Q11,"Which option do you prefer? Option A: 2500.0 dollars with 33.0 % chance, 2400.0 dollars with 66.0 % chance, 0.0 dollars with 1.0 % chance. Option B: 2400.0 dollars with 100.0 % chance.",1,Outcome-Focused Decision-Maker,-0.54053795,-0.594598,0.019647896,0.13739812,-0.19330122,-0.44289738,-0.69156444,0.3485699,0.24374582,-0.23450384,-0.60789835,0.13369693,-0.93968755,False
9102,1071,70379,26,1,Outcome-Focused Decision-Maker,2,"On the other hand, Option B guarantees a win of $2400 with 100% certainty.",201,275,222,0.8175744414329529,Q11,"Which option do you prefer? Option A: 2500.0 dollars with 33.0 % chance, 2400.0 dollars with 66.0 % chance, 0.0 dollars with 1.0 % chance. Option B: 2400.0 dollars with 100.0 % chance.",1,Outcome-Focused Decision-Maker,0.16046496,0.26367897,0.5074573,0.4451391,0.062348478,0.39147186,0.5103282,-0.3582623,-0.3190546,0.31493348,0.3888175,-0.14186028,0.698441,False
9103,1071,70379,26,1,Outcome-Focused Decision-Maker,3,"Considering Option A, the potential of winning $2500 is appealing, and the likelihood is not insignificant at 33%.",277,391,250,0.8175744414329529,Q11,"Which option do you prefer? Option A: 2500.0 dollars with 33.0 % chance, 2400.0 dollars with 66.0 % chance, 0.0 dollars with 1.0 % chance. Option B: 2400.0 dollars with 100.0 % chance.",1,Outcome-Focused Decision-Maker,-0.31382704,-0.22771049,-0.0057195723,-0.011789709,-0.12603977,-0.072640195,-0.16265321,0.097224146,0.10617398,0.029945284,-0.34195322,0.28276733,-0.31735486,False
9104,1071,70379,26,1,Outcome-Focused Decision-Maker,4,"Additionally, there's a 66% chance of still securing a pretty high amount of $2400.",392,475,274,0.8175744414329529,Q11,"Which option do you prefer? Option A: 2500.0 dollars with 33.0 % chance, 2400.0 dollars with 66.0 % chance, 0.0 dollars with 1.0 % chance. Option B: 2400.0 dollars with 100.0 % chance.",1,Outcome-Focused Decision-Maker,0.17233421,0.2264807,0.5212754,0.4792167,0.2474369,0.18573792,0.49793977,-0.3249127,-0.2751841,0.3402877,0.36443418,-0.07902399,0.5582024,False
9105,1071,70379,26,1,Outcome-Focused Decision-Maker,5,"However, there's a 1% risk of not winning anything at all.",476,534,290,0.8175744414329529,Q11,"Which option do you prefer? Option A: 2500.0 dollars with 33.0 % chance, 2400.0 dollars with 66.0 % chance, 0.0 dollars with 1.0 % chance. Option B: 2400.0 dollars with 100.0 % chance.",1,Outcome-Focused Decision-Maker,-0.24966665,-0.43286374,0.38635883,0.4345023,-0.15249082,-0.05117221,0.50033736,-0.30608344,-0.21227525,0.05194959,0.101486385,-0.23504142,0.12832084,False
9106,1071,70379,26,1,Outcome-Focused Decision-Maker,6,"When looking at Option B, while the win amount is slightly lower at $2400, the certainty of this outcome is guaranteed.",536,655,319,0.8175744414329529,Q11,"Which option do you prefer? Option A: 2500.0 dollars with 33.0 % chance, 2400.0 dollars with 66.0 % chance, 0.0 dollars with 1.0 % chance. Option B: 2400.0 dollars with 100.0 % chance.",1,Outcome-Focused Decision-Maker,-0.041344,0.050925627,0.24833196,0.20250419,-0.107530914,0.49919266,0.55892724,-0.33179465,-0.3182897,0.18981883,0.2653197,-0.24351339,0.6783494,False
9107,1071,70379,26,1,Outcome-Focused Decision-Maker,7,There's no risk of not winning anything.,656,696,328,0.8175744414329529,Q11,"Which option do you prefer? Option A: 2500.0 dollars with 33.0 % chance, 2400.0 dollars with 66.0 % chance, 0.0 dollars with 1.0 % chance. Option B: 2400.0 dollars with 100.0 % chance.",1,Outcome-Focused Decision-Maker,-0.6735805,-0.60766625,0.40869188,0.47926477,-0.37418914,0.14240837,-0.17241305,-0.17903207,-0.055396974,-0.04651633,-0.055332437,-0.46054626,-0.20373313,False
9108,1071,70379,26,1,Outcome-Focused Decision-Maker,8,"For me, the possibility of loss in Option A, even if it's just 1%, makes it less attractive compared to the sure win of Option B.",698,827,361,0.8175744414329529,Q11,"Which option do you prefer? Option A: 2500.0 dollars with 33.0 % chance, 2400.0 dollars with 66.0 % chance, 0.0 dollars with 1.0 % chance. Option B: 2400.0 dollars with 100.0 % chance.",1,Outcome-Focused Decision-Maker,-0.84166384,-0.7802941,0.04840818,0.5559316,-0.464162,-0.32767117,-0.56257,-0.3549988,0.4376129,-0.2847496,-0.41914684,0.12927909,-0.9227314,False
9109,1071,70379,26,1,Outcome-Focused Decision-Maker,9,The difference in potential win between the two options isn't significant enough to justify taking on that risk.,828,940,381,0.8175744414329529,Q11,"Which option do you prefer? Option A: 2500.0 dollars with 33.0 % chance, 2400.0 dollars with 66.0 % chance, 0.0 dollars with 1.0 % chance. Option B: 2400.0 dollars with 100.0 % chance.",1,Outcome-Focused Decision-Maker,-0.99005026,-0.9583617,0.08142966,0.6404931,-0.54645,-0.33557928,-0.22352773,-0.31870088,0.49229258,-0.37810025,-0.4676141,-0.24165498,-0.7072365,False
9110,1071,70379,26,1,Outcome-Focused Decision-Maker,10,"Therefore, I will choose Option X.",942,976,390,0.8175744414329529,Q11,"Which option do you prefer? Option A: 2500.0 dollars with 33.0 % chance, 2400.0 dollars with 66.0 % chance, 0.0 dollars with 1.0 % chance. Option B: 2400.0 dollars with 100.0 % chance.",1,Outcome-Focused Decision-Maker,-0.6376366,-0.75236696,-0.3066937,-0.08503938,-0.47780895,-0.34586257,-0.42358756,0.5556638,-0.30601048,-0.39402953,-0.7751515,0.03263544,-0.7985539,True
9111,1072,70379,27,1,Outcome-Focused Decision-Maker,0,"Looking at the two options, it's clear that both have potential negative outcomes, with Option A potentially losing $6000 and Option B potentially losing $3000.",0,160,170,0.8933094143867493,Q17,"Which option do you prefer? Option A: -6000.0 dollars with 0.1 % chance, 0.0 dollars with 99.9 % chance. Option B: -3000.0 dollars with 0.2 % chance, 0.0 dollars with 99.8 % chance.",1,Outcome-Focused Decision-Maker,-0.77389824,-0.66082424,-0.22592857,-0.086779326,-0.40481395,-0.3514501,-0.4224102,0.18445057,0.17201756,-0.25830033,-0.6822847,0.7085353,1.7490124,False
9112,1072,70379,27,1,Outcome-Focused Decision-Maker,1,"The probabilities of these losses occurring are very low, 0.1% for Option A and 0.2% for Option B.",161,259,198,0.8933094143867493,Q17,"Which option do you prefer? Option A: -6000.0 dollars with 0.1 % chance, 0.0 dollars with 99.9 % chance. Option B: -3000.0 dollars with 0.2 % chance, 0.0 dollars with 99.8 % chance.",1,Outcome-Focused Decision-Maker,-0.10564619,-0.12071793,0.33830255,0.3224113,-0.020959642,0.2911961,0.39261398,-0.39907432,-0.36630785,0.15272546,0.18146536,-0.2008002,2.251803,False
9113,1072,70379,27,1,Outcome-Focused Decision-Maker,2,"On the other hand, both options have a high chance of neither gaining nor losing anything, with a 99.9% chance for Option A and a 99.8% chance for Option B.",262,418,242,0.8933094143867493,Q17,"Which option do you prefer? Option A: -6000.0 dollars with 0.1 % chance, 0.0 dollars with 99.9 % chance. Option B: -3000.0 dollars with 0.2 % chance, 0.0 dollars with 99.8 % chance.",1,Outcome-Focused Decision-Maker,0.5731202,-0.28400707,0.6116371,0.62273836,0.65302944,-0.0006016344,0.50860405,-0.46010792,-0.45889032,0.23393951,0.4758715,0.11860587,2.5457811,False
9114,1072,70379,27,1,Outcome-Focused Decision-Maker,3,My priority is to avoid possible losses.,420,460,251,0.8933094143867493,Q17,"Which option do you prefer? Option A: -6000.0 dollars with 0.1 % chance, 0.0 dollars with 99.9 % chance. Option B: -3000.0 dollars with 0.2 % chance, 0.0 dollars with 99.8 % chance.",1,Outcome-Focused Decision-Maker,-0.68305385,-0.57903594,0.05901754,0.08028385,-0.39415395,-0.23852928,-0.3174494,0.42657736,0.38793778,-0.11914343,-0.34897357,-0.13996135,1.9781606,False
9115,1072,70379,27,1,Outcome-Focused Decision-Maker,4,"Although the expected value may be positive or similar in both cases due to the extremely low probabilities of loss, I am more concerned about the extreme negative values.",461,632,282,0.8933094143867493,Q17,"Which option do you prefer? Option A: -6000.0 dollars with 0.1 % chance, 0.0 dollars with 99.9 % chance. Option B: -3000.0 dollars with 0.2 % chance, 0.0 dollars with 99.8 % chance.",1,Outcome-Focused Decision-Maker,-0.55725795,-0.45781475,0.22593123,0.21263109,-0.28922474,-0.22400467,-0.15973866,0.23781818,0.20454799,-0.028890759,-0.23584358,-0.18689154,2.1415217,False
9116,1072,70379,27,1,Outcome-Focused Decision-Maker,5,"Option A has a higher potential loss than Option B (-$6000 vs -$3000), but its probability of this loss is lower (0.1% vs 0.2%).",633,761,324,0.8933094143867493,Q17,"Which option do you prefer? Option A: -6000.0 dollars with 0.1 % chance, 0.0 dollars with 99.9 % chance. Option B: -3000.0 dollars with 0.2 % chance, 0.0 dollars with 99.8 % chance.",1,Outcome-Focused Decision-Maker,-0.6372103,-0.5497018,-0.21193066,-0.11923826,-0.4581771,-0.3049239,-0.34002382,0.25379145,0.023880914,-0.21895784,-0.5998129,-0.23920092,1.7036531,False
9117,1072,70379,27,1,Outcome-Focused Decision-Maker,6,"Given my preference to avoid larger losses, even if the probability is smaller, I would lean towards Option B as it poses a lesser potential financial risk in the unlikely event of the negative outcome.",764,966,363,0.8933094143867493,Q17,"Which option do you prefer? Option A: -6000.0 dollars with 0.1 % chance, 0.0 dollars with 99.9 % chance. Option B: -3000.0 dollars with 0.2 % chance, 0.0 dollars with 99.8 % chance.",1,Outcome-Focused Decision-Maker,-0.79772985,-0.70445466,0.12539342,0.40415972,-0.3932619,-0.42805648,-0.4892481,-0.2219922,0.16661204,-0.15944287,-0.39910638,0.19047311,2.0606537,False
9118,1072,70379,27,1,Outcome-Focused Decision-Maker,7,"Therefore, I will choose Option X.",968,1002,372,0.8933094143867493,Q17,"Which option do you prefer? Option A: -6000.0 dollars with 0.1 % chance, 0.0 dollars with 99.9 % chance. Option B: -3000.0 dollars with 0.2 % chance, 0.0 dollars with 99.8 % chance.",1,Outcome-Focused Decision-Maker,-0.59134334,-0.592591,-0.33476755,-0.2089538,-0.39414603,-0.32519478,-0.4132135,0.44562265,-0.06611575,-0.3243856,-0.7243374,0.2645445,1.617538,True
9119,1073,70379,28,1,Outcome-Focused Decision-Maker,0,"Looking at both options, it's clear that Option A has a chance of no loss at all.",0,81,142,0.8670357465744019,Q18,"Which option do you prefer? Option A: -4000.0 dollars with 80.0 % chance, 0.0 dollars with 20.0 % chance. Option B: -3000.0 dollars with 100.0 % chance.",1,Outcome-Focused Decision-Maker,-0.6225051,-0.7586715,0.37186056,0.6018832,-0.3838383,0.4064937,0.23871791,-0.29343316,-0.25686392,0.17319822,-0.14960559,-0.07056229,-1.8236525,False
9120,1073,70379,28,1,Outcome-Focused Decision-Maker,1,"There's a 20% probability that I won't lose any money, which seems appealing.",82,159,162,0.8670357465744019,Q18,"Which option do you prefer? Option A: -4000.0 dollars with 80.0 % chance, 0.0 dollars with 20.0 % chance. Option B: -3000.0 dollars with 100.0 % chance.",1,Outcome-Focused Decision-Maker,0.1547668,-0.31774315,0.5854813,0.5821185,0.27968878,0.1443689,0.12330559,-0.3565007,-0.331868,0.3403971,0.34795034,0.463251,-2.021185,False
9121,1073,70379,28,1,Outcome-Focused Decision-Maker,2,"However, there's an 80% chance I could lose $4000, which is a significant amount.",160,241,187,0.8670357465744019,Q18,"Which option do you prefer? Option A: -4000.0 dollars with 80.0 % chance, 0.0 dollars with 20.0 % chance. Option B: -3000.0 dollars with 100.0 % chance.",1,Outcome-Focused Decision-Maker,-0.1178067,-0.37333593,0.32508618,0.36096933,0.007413052,-0.09015511,0.20775114,-0.14466989,-0.060836792,0.12554851,-0.058867976,-0.13665661,-1.4899285,False
9122,1073,70379,28,1,Outcome-Focused Decision-Maker,3,"On the other hand, Option B guarantees a loss of $3000.",243,298,205,0.8670357465744019,Q18,"Which option do you prefer? Option A: -4000.0 dollars with 80.0 % chance, 0.0 dollars with 20.0 % chance. Option B: -3000.0 dollars with 100.0 % chance.",1,Outcome-Focused Decision-Maker,-0.5215936,-0.3977853,-0.17043635,-0.25820118,-0.43426037,-0.29572678,-0.2609685,0.3578528,0.23798369,-0.14872235,-0.6586509,-0.0023076758,-0.84335333,False
9123,1073,70379,28,1,Outcome-Focused Decision-Maker,4,This is a sure loss but it's less than the potential loss in Option A.,299,369,222,0.8670357465744019,Q18,"Which option do you prefer? Option A: -4000.0 dollars with 80.0 % chance, 0.0 dollars with 20.0 % chance. Option B: -3000.0 dollars with 100.0 % chance.",1,Outcome-Focused Decision-Maker,-0.5354796,-0.42564085,0.018523186,-0.030912876,-0.45964158,0.43764436,0.46223542,-0.29162428,-0.20699464,-0.14910921,-0.053177103,-0.23980464,-1.293441,False
9124,1073,70379,28,1,Outcome-Focused Decision-Maker,5,"Considering the possible outcomes, I am leaning towards the option that ensures a smaller guaranteed loss rather than taking a risk for a potentially higher loss.",371,533,251,0.8670357465744019,Q18,"Which option do you prefer? Option A: -4000.0 dollars with 80.0 % chance, 0.0 dollars with 20.0 % chance. Option B: -3000.0 dollars with 100.0 % chance.",1,Outcome-Focused Decision-Maker,-0.77124184,-0.66982377,0.34910893,0.34832135,-0.4390641,-0.29898024,-0.2858647,0.119303614,0.30101687,-0.184338,-0.30661356,-0.07220379,-1.2433405,False
9125,1073,70379,28,1,Outcome-Focused Decision-Maker,6,"Therefore, I will choose Option X.",536,570,260,0.8670357465744019,Q18,"Which option do you prefer? Option A: -4000.0 dollars with 80.0 % chance, 0.0 dollars with 20.0 % chance. Option B: -3000.0 dollars with 100.0 % chance.",1,Outcome-Focused Decision-Maker,-0.7551599,-0.66764194,-0.2726052,-0.1590544,-0.53280216,-0.36044496,-0.39337045,0.44318053,-0.1972052,-0.41753384,-0.7022061,0.1403654,-1.2100117,True
9126,1074,70379,29,1,Outcome-Focused Decision-Maker,0,"Looking at both options, I see that Option A offers a higher potential gain of $6000, but only with a 45% chance.",0,113,167,0.9525741338729858,Q14,"Which option do you prefer? Option A: 6000.0 dollars with 45.0 % chance, 0.0 dollars with 55.0 % chance. Option B: 3000.0 dollars with 90.0 % chance, 0.0 dollars with 10.0 % chance.",1,Outcome-Focused Decision-Maker,0.17913581,0.28304806,-0.04453221,-0.1076051,0.16310455,-0.0640928,-0.15473175,0.24981517,0.2921911,-0.023384392,-0.18973859,0.21122041,-0.5044487,False
9127,1074,70379,29,1,Outcome-Focused Decision-Maker,1,"On the other hand, Option B offers a lower potential gain of $3000, but with a significantly higher probability of 90%.",114,233,197,0.9525741338729858,Q14,"Which option do you prefer? Option A: 6000.0 dollars with 45.0 % chance, 0.0 dollars with 55.0 % chance. Option B: 3000.0 dollars with 90.0 % chance, 0.0 dollars with 10.0 % chance.",1,Outcome-Focused Decision-Maker,0.16382758,0.14371428,0.4018251,0.37118712,0.06222389,0.27648133,0.43845463,-0.3631673,-0.32698205,0.21525404,0.3278285,0.053074498,-0.5817038,False
9128,1074,70379,29,1,Outcome-Focused Decision-Maker,2,"While the expected value might be higher for Option A (calculated as $6000 * 0.45 = $2700), it also carries a higher risk, with a 55% chance of ending up with nothing.",236,403,250,0.9525741338729858,Q14,"Which option do you prefer? Option A: 6000.0 dollars with 45.0 % chance, 0.0 dollars with 55.0 % chance. Option B: 3000.0 dollars with 90.0 % chance, 0.0 dollars with 10.0 % chance.",1,Outcome-Focused Decision-Maker,-0.6457182,-0.5617714,0.014049888,0.048724055,-0.37776732,-0.30941117,-0.50575715,0.37673452,0.016171247,-0.20573801,-0.43597144,-0.30354297,-0.04206559,False
9129,1074,70379,29,1,Outcome-Focused Decision-Maker,3,"Comparatively, the expected value for Option B (calculated as $3000 * 0.90 = $2700) is equal to Option A but with significantly less risk, as there's only a 10% chance of getting nothing.",404,591,306,0.9525741338729858,Q14,"Which option do you prefer? Option A: 6000.0 dollars with 45.0 % chance, 0.0 dollars with 55.0 % chance. Option B: 3000.0 dollars with 90.0 % chance, 0.0 dollars with 10.0 % chance.",1,Outcome-Focused Decision-Maker,-0.4428199,-0.64123327,0.42950833,0.5216384,-0.23198928,0.051351383,-0.09909794,0.011535808,0.066101626,0.037492186,-0.00992851,-0.011476666,-0.24539475,False
9130,1074,70379,29,1,Outcome-Focused Decision-Maker,4,"Therefore, considering the potential outcomes and my preference for minimizing the possibility of losses, even if the expected value is positive, I am more inclined towards Option B due to its higher probability of gaining some amount.",594,829,348,0.9525741338729858,Q14,"Which option do you prefer? Option A: 6000.0 dollars with 45.0 % chance, 0.0 dollars with 55.0 % chance. Option B: 3000.0 dollars with 90.0 % chance, 0.0 dollars with 10.0 % chance.",1,Outcome-Focused Decision-Maker,-1.0067109,-0.8884107,-0.2592089,-0.06046757,-0.46025115,-0.46970057,-0.481637,0.31894216,0.18912138,-0.20339775,-0.7628944,0.26458597,-0.35328108,False
9131,1074,70379,29,1,Outcome-Focused Decision-Maker,5,"So, I will choose Option X.",831,858,357,0.9525741338729858,Q14,"Which option do you prefer? Option A: 6000.0 dollars with 45.0 % chance, 0.0 dollars with 55.0 % chance. Option B: 3000.0 dollars with 90.0 % chance, 0.0 dollars with 10.0 % chance.",1,Outcome-Focused Decision-Maker,-0.5997664,-0.6487132,-0.28981546,-0.1277371,-0.34810978,-0.37989438,-0.4623831,0.49744502,0.15440674,-0.31920442,-0.7153606,0.20226532,-0.34733516,True
9132,1075,70379,30,1,Outcome-Focused Decision-Maker,0,"Looking at these two options, I'm trying to weigh the potential outcomes.",0,73,136,0.8933094143867493,Q15,"Which option do you prefer? Option A: 1000.0 dollars with 50.0 % chance, 0.0 dollars with 50.0 % chance. Option B: 500.0 dollars with 100.0 % chance.",1,Outcome-Focused Decision-Maker,-0.68747735,-0.6460863,0.4244979,0.5204632,-0.4296137,-0.27126676,-0.26636624,0.15020606,0.0065659583,-0.23764786,-0.21498765,0.08410248,-0.7172186,False
9133,1075,70379,30,1,Outcome-Focused Decision-Maker,1,"Option A has a 50% chance of winning $1000, but also a 50% chance of getting nothing.",74,159,165,0.8933094143867493,Q15,"Which option do you prefer? Option A: 1000.0 dollars with 50.0 % chance, 0.0 dollars with 50.0 % chance. Option B: 500.0 dollars with 100.0 % chance.",1,Outcome-Focused Decision-Maker,-0.027269058,-0.5592572,0.4488002,0.5406017,0.15023716,0.101699315,-0.17847025,-0.3141791,-0.34250325,0.35939205,0.0018216074,0.45403463,-0.74051654,False
9134,1075,70379,30,1,Outcome-Focused Decision-Maker,2,"So, the potential outcome ranges from $0 to $1000.",160,210,181,0.8933094143867493,Q15,"Which option do you prefer? Option A: 1000.0 dollars with 50.0 % chance, 0.0 dollars with 50.0 % chance. Option B: 500.0 dollars with 100.0 % chance.",1,Outcome-Focused Decision-Maker,0.12924425,-0.03960612,0.19472307,0.22430599,0.25482786,0.035241887,-0.11282915,-0.09170739,-0.063598536,0.13564669,0.05680172,-0.048648637,-0.16610648,False
9135,1075,70379,30,1,Outcome-Focused Decision-Maker,3,That's a significant range of possibilities.,211,255,189,0.8933094143867493,Q15,"Which option do you prefer? Option A: 1000.0 dollars with 50.0 % chance, 0.0 dollars with 50.0 % chance. Option B: 500.0 dollars with 100.0 % chance.",1,Outcome-Focused Decision-Maker,-0.061760243,-0.30085418,0.53227544,0.5539895,0.14617093,0.07624397,0.02496159,-0.27231422,-0.20295066,0.13612144,0.19776295,0.022083547,-0.28574395,False
9136,1075,70379,30,1,Outcome-Focused Decision-Maker,4,"On the other hand, Option B is a sure thing.",257,301,202,0.8933094143867493,Q15,"Which option do you prefer? Option A: 1000.0 dollars with 50.0 % chance, 0.0 dollars with 50.0 % chance. Option B: 500.0 dollars with 100.0 % chance.",1,Outcome-Focused Decision-Maker,-0.15489689,-0.070943326,0.5914161,0.5330106,-0.034589406,0.41204175,0.5402248,-0.36679822,-0.31728023,0.34403825,0.22589749,-0.20445094,0.32845607,False
9137,1075,70379,30,1,Outcome-Focused Decision-Maker,5,"I'd get $500, guaranteed.",302,327,212,0.8933094143867493,Q15,"Which option do you prefer? Option A: 1000.0 dollars with 50.0 % chance, 0.0 dollars with 50.0 % chance. Option B: 500.0 dollars with 100.0 % chance.",1,Outcome-Focused Decision-Maker,0.066793725,0.1574162,0.5819374,0.5327948,0.16867724,0.4489892,0.4061176,-0.37669295,-0.33256668,0.4917947,0.36904857,-0.09591363,0.36355454,False
9138,1075,70379,30,1,Outcome-Focused Decision-Maker,6,"No risk of getting nothing, but also no chance of getting more than $500.",328,401,231,0.8933094143867493,Q15,"Which option do you prefer? Option A: 1000.0 dollars with 50.0 % chance, 0.0 dollars with 50.0 % chance. Option B: 500.0 dollars with 100.0 % chance.",1,Outcome-Focused Decision-Maker,-0.20526907,-0.6976288,0.24075936,0.48408467,0.020093817,-0.2751583,-0.17387235,0.17548928,-0.15258612,-0.13896823,-0.35352623,-0.18663879,-0.6493995,False
9139,1075,70379,30,1,Outcome-Focused Decision-Maker,7,"The decision comes down to whether I'm willing to risk getting nothing for the chance to get $1000, or if I'd rather take the sure thing and get $500.",403,553,272,0.8933094143867493,Q15,"Which option do you prefer? Option A: 1000.0 dollars with 50.0 % chance, 0.0 dollars with 50.0 % chance. Option B: 500.0 dollars with 100.0 % chance.",1,Outcome-Focused Decision-Maker,-0.25030085,-0.28776613,0.2044992,0.17446414,-0.28356332,0.0008048862,-0.01098454,-0.112167545,-0.20295109,-0.1225431,-0.2450444,0.20215872,-0.36751333,False
9140,1075,70379,30,1,Outcome-Focused Decision-Maker,8,"While the expected value of Option A is higher, there's still a considerable risk that I could end up with nothing.",554,669,296,0.8933094143867493,Q15,"Which option do you prefer? Option A: 1000.0 dollars with 50.0 % chance, 0.0 dollars with 50.0 % chance. Option B: 500.0 dollars with 100.0 % chance.",1,Outcome-Focused Decision-Maker,-0.78380305,-0.67300767,-0.18778148,-0.07184085,-0.32932287,-0.38164103,-0.37243283,0.34967437,0.09122822,-0.079526275,-0.5411696,-0.08471992,-0.7374476,False
9141,1075,70379,30,1,Outcome-Focused Decision-Maker,9,I prefer certainty over potential losses.,672,713,304,0.8933094143867493,Q15,"Which option do you prefer? Option A: 1000.0 dollars with 50.0 % chance, 0.0 dollars with 50.0 % chance. Option B: 500.0 dollars with 100.0 % chance.",1,Outcome-Focused Decision-Maker,-0.862336,-0.8430745,0.33676144,0.6261195,-0.45833814,-0.028427929,-0.07006979,-0.44801235,0.31303543,-0.1648362,-0.19860147,-0.41553742,-0.42388326,False
9142,1075,70379,30,1,Outcome-Focused Decision-Maker,10,"So, I will choose Option X.",714,741,312,0.8933094143867493,Q15,"Which option do you prefer? Option A: 1000.0 dollars with 50.0 % chance, 0.0 dollars with 50.0 % chance. Option B: 500.0 dollars with 100.0 % chance.",1,Outcome-Focused Decision-Maker,-0.94183266,-0.8402183,-0.6646714,-0.5167403,-0.5786265,-0.42621297,-0.47740966,0.5907748,-0.15163034,-0.43033066,-0.9158498,-0.039882537,-0.90385616,True
9143,1076,70379,31,0,Outcome-Focused Decision-Maker,0,"Looking at these two options, I can see that Option A has a potential gain of $2500 with a 33% chance, while Option B has a potential gain of $2400 with a 34% chance.",0,166,186,0.1645164489746093,Q12,"Which option do you prefer? Option A: 2500.0 dollars with 33.0 % chance, 0.0 dollars with 67.0 % chance. Option B: 2400.0 dollars with 34.0 % chance, 0.0 dollars with 66.0 % chance.",0,Outcome-Focused Decision-Maker,-0.03108205,0.029488277,-0.22479382,-0.23005414,-0.078431115,-0.1431679,-0.17202449,-0.00072576106,-0.014309898,-0.05391264,-0.5461157,0.6722523,1.01759,False
