participant_id,trial_index,choice,choice_B,problem_id,lottery_A,lottery_B,probabilities_A,outcomes_A,probabilities_B,outcomes_B
P026,30,A,0,problem7234,3 for sure,5% chance of -12; 95% chance of -3,[1.0],[3.0],"[0.05, 0.95]","[-12.0, -3.0]"
P026,31,B,1,problem6238,17 for sure,90% chance of 13; 10% chance of 61,[1.0],[17.0],"[0.9, 0.1]","[13.0, 61.0]"
P026,32,B,1,problem2250,28 for sure,90% chance of 29; 5% chance of 104; 5% chance of 102,[1.0],[28.0],"[0.9, 0.05, 0.05]","[29.0, 104.0, 102.0]"
P026,33,A,0,problem4637,99% chance of 26; 0.5% chance of 89; 0.25% chance of 87; 0.125% chance of 83; 0.0625% chance of 75; 0.0625% chance of 59,95% chance of 22; 5% chance of 7,"[0.99, 0.005, 0.0025, 0.00125, 0.000625, 0.000625]","[26.0, 89.0, 87.0, 83.0, 75.0, 59.0]","[0.95, 0.05]","[22.0, 7.0]"
P026,34,B,1,problem4553,20 for sure,50% chance of 10; 6.25% chance of 27.5; 18.75% chance of 28.5; 18.75% chance of 29.5; 6.25% chance of 30.5,[1.0],[20.0],"[0.5, 0.0625, 0.1875, 0.1875, 0.0625]","[10.0, 27.5, 28.5, 29.5, 30.5]"
P026,35,B,1,problem5499,50% chance of -21; 50% chance of 13,1 for sure,"[0.5, 0.5]","[-21.0, 13.0]",[1.0],[1.0]
P026,36,A,0,problem4293,50% chance of -39; 1.5625% chance of 54.5; 7.8125% chance of 55.5; 15.625% chance of 56.5; 15.625% chance of 57.5; 7.8125% chance of 58.5; 1.5625% chance of 59.5,18 for sure,"[0.5, 0.015625, 0.078125, 0.15625, 0.15625, 0.078125, 0.015625]","[-39.0, 54.5, 55.5, 56.5, 57.5, 58.5, 59.5]",[1.0],[18.0]
P026,37,A,0,problem13775,-10 for sure,99% chance of -17; 1% chance of 17,[1.0],[-10.0],"[0.99, 0.01]","[-17.0, 17.0]"
P026,38,A,0,problem5761,17 for sure,99% chance of 24; 0.00781% chance of 47.5; 0.05469% chance of 48.5; 0.16406% chance of 49.5; 0.27344% chance of 50.5; 0.27344% chance of 51.5; 0.16406% chance of 52.5; 0.05469% chance of 53.5; 0.00781% chance of 54.5,[1.0],[17.0],"[0.99, 7.81e-05, 0.0005469, 0.0016406, 0.0027344, 0.0027344, 0.0016406, 0.0005469, 7.81e-05]","[24.0, 47.5, 48.5, 49.5, 50.5, 51.5, 52.5, 53.5, 54.5]"
P026,39,A,0,problem6614,95% chance of -5; 5% chance of -17,60% chance of -37; 40% chance of 38,"[0.95, 0.05]","[-5.0, -17.0]","[0.6, 0.4]","[-37.0, 38.0]"
P026,40,B,1,problem4825,25% chance of 3; 75% chance of 28,75% chance of 29; 25% chance of 10,"[0.25, 0.75]","[3.0, 28.0]","[0.75, 0.25]","[29.0, 10.0]"
P027,1,A,0,problem14001,-6 for sure,20% chance of -18; 80% chance of -6,[1.0],[-6.0],"[0.2, 0.8]","[-18.0, -6.0]"
P027,2,B,1,problem3039,75% chance of 10; 25% chance of -38,12.5% chance of -3.5; 37.5% chance of -2.5; 37.5% chance of -1.5; 12.5% chance of -0.5,"[0.75, 0.25]","[10.0, -38.0]","[0.125, 0.375, 0.375, 0.125]","[-3.5, -2.5, -1.5, -0.5]"
P027,3,A,0,problem11319,10 for sure,95% chance of 1; 5% chance of 37,[1.0],[10.0],"[0.95, 0.05]","[1.0, 37.0]"
P027,4,A,0,problem11176,-3 for sure,40% chance of -28; 7.5% chance of 1.5; 22.5% chance of 2.5; 22.5% chance of 3.5; 7.5% chance of 4.5,[1.0],[-3.0],"[0.4, 0.075, 0.225, 0.225, 0.075]","[-28.0, 1.5, 2.5, 3.5, 4.5]"
P027,5,B,1,problem812,-10 for sure,60% chance of -44; 40% chance of 40,[1.0],[-10.0],"[0.6, 0.4]","[-44.0, 40.0]"
P027,6,B,1,problem3999,50% chance of 5; 50% chance of -13,40% chance of -46; 60% chance of 15,"[0.5, 0.5]","[5.0, -13.0]","[0.4, 0.6]","[-46.0, 15.0]"
P027,7,B,1,problem10743,40% chance of -1; 30% chance of 16; 15% chance of 14; 7.5% chance of 10; 3.75% chance of 2; 3.75% chance of -14,3 for sure,"[0.4, 0.3, 0.15, 0.075, 0.0375, 0.0375]","[-1.0, 16.0, 14.0, 10.0, 2.0, -14.0]",[1.0],[3.0]
P027,8,A,0,problem11545,26 for sure,1% chance of 16; 3.09375% chance of 31.5; 15.4688% chance of 32.5; 30.9375% chance of 33.5; 30.9375% chance of 34.5; 15.4688% chance of 35.5; 3.09375% chance of 36.5,[1.0],[26.0],"[0.01, 0.0309375, 0.1546875, 0.309375, 0.309375, 0.1546875, 0.0309375]","[16.0, 31.5, 32.5, 33.5, 34.5, 35.5, 36.5]"
P027,9,B,1,problem3734,95% chance of 18; 2.5% chance of 18.5; 2.5% chance of 19.5,26 for sure,"[0.95, 0.025, 0.025]","[18.0, 18.5, 19.5]",[1.0],[26.0]
P027,10,A,0,problem11759,5% chance of 53; 95% chance of 21,40% chance of 26; 60% chance of 28,"[0.05, 0.95]","[53.0, 21.0]","[0.4, 0.6]","[26.0, 28.0]"
P027,11,B,1,problem2652,40% chance of -26; 60% chance of 16,75% chance of 23; 25% chance of -32,"[0.4, 0.6]","[-26.0, 16.0]","[0.75, 0.25]","[23.0, -32.0]"
P027,12,A,0,problem6438,10% chance of -38; 45% chance of 37.5; 45% chance of 38.5,30 for sure,"[0.1, 0.45, 0.45]","[-38.0, 37.5, 38.5]",[1.0],[30.0]
P027,13,B,1,problem5883,25 for sure,40% chance of 17; 60% chance of 30,[1.0],[25.0],"[0.4, 0.6]","[17.0, 30.0]"
P027,14,A,0,problem13193,7 for sure,90% chance of -4; 1.25% chance of 0.5; 3.75% chance of 1.5; 3.75% chance of 2.5; 1.25% chance of 3.5,[1.0],[7.0],"[0.9, 0.0125, 0.0375, 0.0375, 0.0125]","[-4.0, 0.5, 1.5, 2.5, 3.5]"
P027,15,B,1,problem2065,-8 for sure,10% chance of -25; 90% chance of 6,[1.0],[-8.0],"[0.1, 0.9]","[-25.0, 6.0]"
P027,16,A,0,problem12706,40% chance of 28; 60% chance of -10,80% chance of -19; 2.5% chance of 70.5; 7.5% chance of 71.5; 7.5% chance of 72.5; 2.5% chance of 73.5,"[0.4, 0.6]","[28.0, -10.0]","[0.8, 0.025, 0.075, 0.075, 0.025]","[-19.0, 70.5, 71.5, 72.5, 73.5]"
P027,17,B,1,problem10144,95% chance of 19; 5% chance of 46,27 for sure,"[0.95, 0.05]","[19.0, 46.0]",[1.0],[27.0]
P027,18,B,1,problem6994,90% chance of 0; 10% chance of -2,60% chance of -41; 40% chance of 76,"[0.9, 0.1]","[0.0, -2.0]","[0.6, 0.4]","[-41.0, 76.0]"
P027,19,B,1,problem6874,0 for sure,90% chance of -2; 10% chance of 64,[1.0],[0.0],"[0.9, 0.1]","[-2.0, 64.0]"
P027,20,B,1,problem561,99% chance of -1; 1% chance of -26,1% chance of -15; 49.5% chance of 7; 24.75% chance of 5; 12.375% chance of 1; 12.375% chance of -7,"[0.99, 0.01]","[-1.0, -26.0]","[0.01, 0.495, 0.2475, 0.12375, 0.12375]","[-15.0, 7.0, 5.0, 1.0, -7.0]"
P027,21,A,0,problem10296,25% chance of 11; 75% chance of 26,25% chance of 66; 75% chance of -9,"[0.25, 0.75]","[11.0, 26.0]","[0.25, 0.75]","[66.0, -9.0]"
P027,22,B,1,problem13681,10% chance of 36; 90% chance of 26,60% chance of 15; 40% chance of 54,"[0.1, 0.9]","[36.0, 26.0]","[0.6, 0.4]","[15.0, 54.0]"
P027,23,B,1,problem12649,-5 for sure,90% chance of -2; 10% chance of 14,[1.0],[-5.0],"[0.9, 0.1]","[-2.0, 14.0]"
P027,24,A,0,problem9600,40% chance of 23; 60% chance of -4,50% chance of -29; 50% chance of 42,"[0.4, 0.6]","[23.0, -4.0]","[0.5, 0.5]","[-29.0, 42.0]"
P027,25,B,1,problem7484,75% chance of -11; 3.125% chance of -9.5; 9.375% chance of -8.5; 9.375% chance of -7.5; 3.125% chance of -6.5,-7 for sure,"[0.75, 0.03125, 0.09375, 0.09375, 0.03125]","[-11.0, -9.5, -8.5, -7.5, -6.5]",[1.0],[-7.0]
P027,26,B,1,problem4415,90% chance of 10; 10% chance of -10,60% chance of -24; 20% chance of 66; 10% chance of 64; 5% chance of 60; 5% chance of 52,"[0.9, 0.1]","[10.0, -10.0]","[0.6, 0.2, 0.1, 0.05, 0.05]","[-24.0, 66.0, 64.0, 60.0, 52.0]"
P027,27,B,1,problem8168,75% chance of 13; 12.5% chance of 16; 6.25% chance of 18; 3.125% chance of 22; 3.125% chance of 30,19 for sure,"[0.75, 0.125, 0.0625, 0.03125, 0.03125]","[13.0, 16.0, 18.0, 22.0, 30.0]",[1.0],[19.0]
P027,28,B,1,problem11505,19 for sure,90% chance of 19; 10% chance of 29,[1.0],[19.0],"[0.9, 0.1]","[19.0, 29.0]"
P027,29,A,0,problem652,80% chance of 25; 20% chance of -10,18 for sure,"[0.8, 0.2]","[25.0, -10.0]",[1.0],[18.0]
P027,30,B,1,problem970,1% chance of -27; 49.5% chance of -3; 24.75% chance of -5; 12.375% chance of -9; 12.375% chance of -17,90% chance of 0; 10% chance of -38,"[0.01, 0.495, 0.2475, 0.12375, 0.12375]","[-27.0, -3.0, -5.0, -9.0, -17.0]","[0.9, 0.1]","[0.0, -38.0]"
P027,31,B,1,problem10173,24 for sure,5% chance of 22; 0.74219% chance of 23.5; 5.19531% chance of 24.5; 15.5859% chance of 25.5; 25.9766% chance of 26.5; 25.9766% chance of 27.5; 15.5859% chance of 28.5; 5.19531% chance of 29.5; 0.74219% chance of 30.5,[1.0],[24.0],"[0.05, 0.0074219, 0.0519531, 0.1558594, 0.2597656, 0.2597656, 0.1558594, 0.0519531, 0.0074219]","[22.0, 23.5, 24.5, 25.5, 26.5, 27.5, 28.5, 29.5, 30.5]"
P027,32,B,1,problem8311,99% chance of -14; 0.03125% chance of 79.5; 0.15625% chance of 80.5; 0.3125% chance of 81.5; 0.3125% chance of 82.5; 0.15625% chance of 83.5; 0.03125% chance of 84.5,-7 for sure,"[0.99, 0.0003125, 0.0015625, 0.003125, 0.003125, 0.0015625, 0.0003125]","[-14.0, 79.5, 80.5, 81.5, 82.5, 83.5, 84.5]",[1.0],[-7.0]
P027,33,A,0,problem7968,1% chance of 41; 99% chance of 18,25% chance of -18; 75% chance of 36,"[0.01, 0.99]","[41.0, 18.0]","[0.25, 0.75]","[-18.0, 36.0]"
P027,34,A,0,problem13002,30 for sure,80% chance of 19; 2.5% chance of 87.5; 7.5% chance of 88.5; 7.5% chance of 89.5; 2.5% chance of 90.5,[1.0],[30.0],"[0.8, 0.025, 0.075, 0.075, 0.025]","[19.0, 87.5, 88.5, 89.5, 90.5]"
P027,35,B,1,problem8541,21 for sure,20% chance of 8; 2.5% chance of 26.5; 12.5% chance of 27.5; 25% chance of 28.5; 25% chance of 29.5; 12.5% chance of 30.5; 2.5% chance of 31.5,[1.0],[21.0],"[0.2, 0.025, 0.125, 0.25, 0.25, 0.125, 0.025]","[8.0, 26.5, 27.5, 28.5, 29.5, 30.5, 31.5]"
P027,36,B,1,problem4787,30 for sure,60% chance of -5; 0.3125% chance of 83.5; 2.1875% chance of 84.5; 6.5625% chance of 85.5; 10.9375% chance of 86.5; 10.9375% chance of 87.5; 6.5625% chance of 88.5; 2.1875% chance of 89.5; 0.3125% chance of 90.5,[1.0],[30.0],"[0.6, 0.003125, 0.021875, 0.065625, 0.109375, 0.109375, 0.065625, 0.021875, 0.003125]","[-5.0, 83.5, 84.5, 85.5, 86.5, 87.5, 88.5, 89.5, 90.5]"
P027,37,A,0,problem3970,60% chance of -1; 0.3125% chance of 57.5; 2.1875% chance of 58.5; 6.5625% chance of 59.5; 10.9375% chance of 60.5; 10.9375% chance of 61.5; 6.5625% chance of 62.5; 2.1875% chance of 63.5; 0.3125% chance of 64.5,25% chance of 44; 75% chance of 19,"[0.6, 0.003125, 0.021875, 0.065625, 0.109375, 0.109375, 0.065625, 0.021875, 0.003125]","[-1.0, 57.5, 58.5, 59.5, 60.5, 61.5, 62.5, 63.5, 64.5]","[0.25, 0.75]","[44.0, 19.0]"
P027,38,A,0,problem14045,90% chance of 6; 10% chance of 24,3 for sure,"[0.9, 0.1]","[6.0, 24.0]",[1.0],[3.0]
P027,39,A,0,problem266,12 for sure,10% chance of 0; 90% chance of 3,[1.0],[12.0],"[0.1, 0.9]","[0.0, 3.0]"
P027,40,A,0,problem3094,25% chance of -21; 37.5% chance of 45; 18.75% chance of 43; 9.375% chance of 39; 9.375% chance of 31,23 for sure,"[0.25, 0.375, 0.1875, 0.09375, 0.09375]","[-21.0, 45.0, 43.0, 39.0, 31.0]",[1.0],[23.0]
P028,1,B,1,problem7880,1 for sure,75% chance of -13; 3.125% chance of 23.5; 9.375% chance of 24.5; 9.375% chance of 25.5; 3.125% chance of 26.5,[1.0],[1.0],"[0.75, 0.03125, 0.09375, 0.09375, 0.03125]","[-13.0, 23.5, 24.5, 25.5, 26.5]"
P028,2,B,1,problem10137,80% chance of -5; 20% chance of 27,20% chance of 47; 80% chance of -9,"[0.8, 0.2]","[-5.0, 27.0]","[0.2, 0.8]","[47.0, -9.0]"
P028,3,A,0,problem1790,40% chance of 43; 60% chance of 3,50% chance of -8; 50% chance of 26,"[0.4, 0.6]","[43.0, 3.0]","[0.5, 0.5]","[-8.0, 26.0]"
P028,4,A,0,problem2134,19 for sure,90% chance of 26; 10% chance of -44,[1.0],[19.0],"[0.9, 0.1]","[26.0, -44.0]"
P028,5,A,0,problem12169,20% chance of -35; 2.5% chance of -7.5; 12.5% chance of -6.5; 25% chance of -5.5; 25% chance of -4.5; 12.5% chance of -3.5; 2.5% chance of -2.5,10% chance of 1; 90% chance of -5,"[0.2, 0.025, 0.125, 0.25, 0.25, 0.125, 0.025]","[-35.0, -7.5, -6.5, -5.5, -4.5, -3.5, -2.5]","[0.1, 0.9]","[1.0, -5.0]"
P028,6,B,1,problem1077,17 for sure,20% chance of -39; 2.5% chance of 22.5; 12.5% chance of 23.5; 25% chance of 24.5; 25% chance of 25.5; 12.5% chance of 26.5; 2.5% chance of 27.5,[1.0],[17.0],"[0.2, 0.025, 0.125, 0.25, 0.25, 0.125, 0.025]","[-39.0, 22.5, 23.5, 24.5, 25.5, 26.5, 27.5]"
P028,7,A,0,problem7937,95% chance of 14; 5% chance of 11,40% chance of -15; 60% chance of 24,"[0.95, 0.05]","[14.0, 11.0]","[0.4, 0.6]","[-15.0, 24.0]"
P028,8,B,1,problem6117,80% chance of 16; 20% chance of -23,75% chance of -16; 0.19531% chance of 77.5; 1.36719% chance of 78.5; 4.10156% chance of 79.5; 6.83594% chance of 80.5; 6.83594% chance of 81.5; 4.10156% chance of 82.5; 1.36719% chance of 83.5; 0.19531% chance of 84.5,"[0.8, 0.2]","[16.0, -23.0]","[0.75, 0.0019531000000000001, 0.013671899999999999, 0.0410156, 0.0683594, 0.0683594, 0.0410156, 0.013671899999999999, 0.0019531000000000001]","[-16.0, 77.5, 78.5, 79.5, 80.5, 81.5, 82.5, 83.5, 84.5]"
P028,9,A,0,problem5089,90% chance of -9; 5% chance of 48; 2.5% chance of 46; 2.5% chance of 42,-5 for sure,"[0.9, 0.05, 0.025, 0.025]","[-9.0, 48.0, 46.0, 42.0]",[1.0],[-5.0]
P028,10,A,0,problem11843,3 for sure,25% chance of 4; 37.5% chance of 0; 18.75% chance of 2; 9.375% chance of 6; 4.6875% chance of 14; 2.34375% chance of 30; 2.34375% chance of 62,[1.0],[3.0],"[0.25, 0.375, 0.1875, 0.09375, 0.046875, 0.0234375, 0.0234375]","[4.0, 0.0, 2.0, 6.0, 14.0, 30.0, 62.0]"
P028,11,B,1,problem10537,27 for sure,10% chance of 12; 90% chance of 29,[1.0],[27.0],"[0.1, 0.9]","[12.0, 29.0]"
P028,12,B,1,problem12331,50% chance of 16; 6.25% chance of 33.5; 18.75% chance of 34.5; 18.75% chance of 35.5; 6.25% chance of 36.5,27 for sure,"[0.5, 0.0625, 0.1875, 0.1875, 0.0625]","[16.0, 33.5, 34.5, 35.5, 36.5]",[1.0],[27.0]
P028,13,A,0,problem8287,5% chance of 98; 95% chance of -15,90% chance of -20; 5% chance of 55; 2.5% chance of 53; 2.5% chance of 49,"[0.05, 0.95]","[98.0, -15.0]","[0.9, 0.05, 0.025, 0.025]","[-20.0, 55.0, 53.0, 49.0]"
P028,14,B,1,problem10958,40% chance of -23; 30% chance of 30; 15% chance of 32; 7.5% chance of 36; 7.5% chance of 44,8 for sure,"[0.4, 0.3, 0.15, 0.075, 0.075]","[-23.0, 30.0, 32.0, 36.0, 44.0]",[1.0],[8.0]
P028,15,B,1,problem6003,20% chance of 41; 80% chance of 25,80% chance of 18; 20% chance of 63,"[0.2, 0.8]","[41.0, 25.0]","[0.8, 0.2]","[18.0, 63.0]"
P028,16,B,1,problem9373,50% chance of -33; 50% chance of 46,40% chance of 46; 60% chance of -21,"[0.5, 0.5]","[-33.0, 46.0]","[0.4, 0.6]","[46.0, -21.0]"
P028,17,B,1,problem13374,-9 for sure,5% chance of -18; 95% chance of -14,[1.0],[-9.0],"[0.05, 0.95]","[-18.0, -14.0]"
P028,18,A,0,problem2030,1% chance of -13; 99% chance of 22,22 for sure,"[0.01, 0.99]","[-13.0, 22.0]",[1.0],[22.0]
P028,19,B,1,problem4578,6 for sure,10% chance of -3; 90% chance of 10,[1.0],[6.0],"[0.1, 0.9]","[-3.0, 10.0]"
P028,20,A,0,problem469,4 for sure,40% chance of -31; 60% chance of 24,[1.0],[4.0],"[0.4, 0.6]","[-31.0, 24.0]"
P028,21,B,1,problem12453,95% chance of 2; 5% chance of 16,5% chance of 38; 95% chance of 7,"[0.95, 0.05]","[2.0, 16.0]","[0.05, 0.95]","[38.0, 7.0]"
P028,22,A,0,problem9970,60% chance of -32; 20% chance of 33.5; 20% chance of 34.5,-3 for sure,"[0.6, 0.2, 0.2]","[-32.0, 33.5, 34.5]",[1.0],[-3.0]
P028,23,B,1,problem10730,40% chance of 89; 60% chance of -16,60% chance of -25; 40% chance of 93,"[0.4, 0.6]","[89.0, -16.0]","[0.6, 0.4]","[-25.0, 93.0]"
P028,24,A,0,problem1368,99% chance of -5; 1% chance of -10,75% chance of -36; 12.5% chance of 42; 12.5% chance of 44,"[0.99, 0.01]","[-5.0, -10.0]","[0.75, 0.125, 0.125]","[-36.0, 42.0, 44.0]"
P028,25,B,1,problem12608,1 for sure,60% chance of -3; 40% chance of 18,[1.0],[1.0],"[0.6, 0.4]","[-3.0, 18.0]"
P028,26,A,0,problem11750,60% chance of 27; 40% chance of 32,21 for sure,"[0.6, 0.4]","[27.0, 32.0]",[1.0],[21.0]
P028,27,B,1,problem2896,30 for sure,20% chance of 13; 80% chance of 32,[1.0],[30.0],"[0.2, 0.8]","[13.0, 32.0]"
P028,28,A,0,problem5840,90% chance of -1; 10% chance of 109,12 for sure,"[0.9, 0.1]","[-1.0, 109.0]",[1.0],[12.0]
P028,29,B,1,problem4705,22 for sure,25% chance of 12; 2.34375% chance of 17.5; 11.7188% chance of 18.5; 23.4375% chance of 19.5; 23.4375% chance of 20.5; 11.7188% chance of 21.5; 2.34375% chance of 22.5,[1.0],[22.0],"[0.25, 0.0234375, 0.1171875, 0.234375, 0.234375, 0.1171875, 0.0234375]","[12.0, 17.5, 18.5, 19.5, 20.5, 21.5, 22.5]"
P028,30,A,0,problem2590,25% chance of 11; 2.34375% chance of 28.5; 11.7188% chance of 29.5; 23.4375% chance of 30.5; 23.4375% chance of 31.5; 11.7188% chance of 32.5; 2.34375% chance of 33.5,30 for sure,"[0.25, 0.0234375, 0.1171875, 0.234375, 0.234375, 0.1171875, 0.0234375]","[11.0, 28.5, 29.5, 30.5, 31.5, 32.5, 33.5]",[1.0],[30.0]
P028,31,A,0,problem11654,14 for sure,75% chance of -6; 25% chance of 103,[1.0],[14.0],"[0.75, 0.25]","[-6.0, 103.0]"
P028,32,A,0,problem5409,60% chance of -15; 20% chance of 8; 10% chance of 10; 5% chance of 14; 2.5% chance of 22; 2.5% chance of 38,1% chance of 73; 99% chance of -8,"[0.6, 0.2, 0.1, 0.05, 0.025, 0.025]","[-15.0, 8.0, 10.0, 14.0, 22.0, 38.0]","[0.01, 0.99]","[73.0, -8.0]"
P028,33,A,0,problem6119,25% chance of 100; 75% chance of -9,50% chance of 3; 1.5625% chance of 37.5; 7.8125% chance of 38.5; 15.625% chance of 39.5; 15.625% chance of 40.5; 7.8125% chance of 41.5; 1.5625% chance of 42.5,"[0.25, 0.75]","[100.0, -9.0]","[0.5, 0.015625, 0.078125, 0.15625, 0.15625, 0.078125, 0.015625]","[3.0, 37.5, 38.5, 39.5, 40.5, 41.5, 42.5]"
P028,34,A,0,problem751,40% chance of -24; 60% chance of 25,0 for sure,"[0.4, 0.6]","[-24.0, 25.0]",[1.0],[0.0]
P028,35,B,1,problem13435,75% chance of -1; 12.5% chance of 36.5; 12.5% chance of 37.5,16 for sure,"[0.75, 0.125, 0.125]","[-1.0, 36.5, 37.5]",[1.0],[16.0]
P028,36,B,1,problem11618,60% chance of 15; 40% chance of 48,26 for sure,"[0.6, 0.4]","[15.0, 48.0]",[1.0],[26.0]
P028,37,B,1,problem4575,40% chance of 9; 60% chance of 20,16 for sure,"[0.4, 0.6]","[9.0, 20.0]",[1.0],[16.0]
P028,38,A,0,problem8596,-4 for sure,80% chance of -13; 20% chance of 57,[1.0],[-4.0],"[0.8, 0.2]","[-13.0, 57.0]"
P028,39,A,0,problem10122,5% chance of -40; 95% chance of 18,40% chance of 45; 60% chance of -22,"[0.05, 0.95]","[-40.0, 18.0]","[0.4, 0.6]","[45.0, -22.0]"
P028,40,B,1,problem409,4 for sure,40% chance of 7; 60% chance of 16,[1.0],[4.0],"[0.4, 0.6]","[7.0, 16.0]"
P029,1,A,0,problem11200,25% chance of -26; 75% chance of 49,18 for sure,"[0.25, 0.75]","[-26.0, 49.0]",[1.0],[18.0]
P029,2,A,0,problem10733,95% chance of 8; 5% chance of 79,5 for sure,"[0.95, 0.05]","[8.0, 79.0]",[1.0],[5.0]
P029,3,A,0,problem8317,40% chance of 28; 60% chance of 10,20% chance of 0; 80% chance of 24,"[0.4, 0.6]","[28.0, 10.0]","[0.2, 0.8]","[0.0, 24.0]"
P029,4,A,0,problem7529,80% chance of -2; 10% chance of 12; 5% chance of 10; 2.5% chance of 6; 1.25% chance of -2; 1.25% chance of -18,-3 for sure,"[0.8, 0.1, 0.05, 0.025, 0.0125, 0.0125]","[-2.0, 12.0, 10.0, 6.0, -2.0, -18.0]",[1.0],[-3.0]
P029,5,B,1,problem8222,80% chance of -12; 0.15625% chance of 81.5; 1.09375% chance of 82.5; 3.28125% chance of 83.5; 5.46875% chance of 84.5; 5.46875% chance of 85.5; 3.28125% chance of 86.5; 1.09375% chance of 87.5; 0.15625% chance of 88.5,8 for sure,"[0.8, 0.0015625, 0.0109375, 0.0328125, 0.0546875, 0.0546875, 0.0328125, 0.0109375, 0.0015625]","[-12.0, 81.5, 82.5, 83.5, 84.5, 85.5, 86.5, 87.5, 88.5]",[1.0],[8.0]
P029,6,B,1,problem4789,10% chance of 17; 90% chance of 7,60% chance of -23; 20% chance of 77; 10% chance of 75; 5% chance of 71; 2.5% chance of 63; 1.25% chance of 47; 1.25% chance of 15,"[0.1, 0.9]","[17.0, 7.0]","[0.6, 0.2, 0.1, 0.05, 0.025, 0.0125, 0.0125]","[-23.0, 77.0, 75.0, 71.0, 63.0, 47.0, 15.0]"
P029,7,A,0,problem10587,5 for sure,60% chance of -31; 1.25% chance of 70.5; 6.25% chance of 71.5; 12.5% chance of 72.5; 12.5% chance of 73.5; 6.25% chance of 74.5; 1.25% chance of 75.5,[1.0],[5.0],"[0.6, 0.0125, 0.0625, 0.125, 0.125, 0.0625, 0.0125]","[-31.0, 70.5, 71.5, 72.5, 73.5, 74.5, 75.5]"
P029,8,A,0,problem5433,12 for sure,40% chance of -31; 60% chance of 32,[1.0],[12.0],"[0.4, 0.6]","[-31.0, 32.0]"
P029,9,B,1,problem7732,26 for sure,90% chance of 20; 5% chance of 89.5; 5% chance of 90.5,[1.0],[26.0],"[0.9, 0.05, 0.05]","[20.0, 89.5, 90.5]"
P029,10,A,0,problem1868,20 for sure,99% chance of 20; 1% chance of 5,[1.0],[20.0],"[0.99, 0.01]","[20.0, 5.0]"
P029,11,B,1,problem3021,-10 for sure,75% chance of -12; 12.5% chance of 26; 6.25% chance of 24; 6.25% chance of 20,[1.0],[-10.0],"[0.75, 0.125, 0.0625, 0.0625]","[-12.0, 26.0, 24.0, 20.0]"
P029,12,A,0,problem4410,95% chance of 34; 5% chance of 37,80% chance of 34; 20% chance of 6,"[0.95, 0.05]","[34.0, 37.0]","[0.8, 0.2]","[34.0, 6.0]"
P029,13,A,0,problem7014,-2 for sure,60% chance of -10; 20% chance of -6; 10% chance of -4; 5% chance of 0; 2.5% chance of 8; 1.25% chance of 24; 0.625% chance of 56; 0.625% chance of 120,[1.0],[-2.0],"[0.6, 0.2, 0.1, 0.05, 0.025, 0.0125, 0.00625, 0.00625]","[-10.0, -6.0, -4.0, 0.0, 8.0, 24.0, 56.0, 120.0]"
P029,14,B,1,problem5023,60% chance of 21; 40% chance of -17,40% chance of -6; 60% chance of 31,"[0.6, 0.4]","[21.0, -17.0]","[0.4, 0.6]","[-6.0, 31.0]"
P029,15,A,0,problem3670,40% chance of -49; 30% chance of 51; 15% chance of 53; 15% chance of 57,50% chance of 45; 50% chance of -25,"[0.4, 0.3, 0.15, 0.15]","[-49.0, 51.0, 53.0, 57.0]","[0.5, 0.5]","[45.0, -25.0]"
P029,16,B,1,problem8909,6 for sure,5% chance of 19; 95% chance of 5,[1.0],[6.0],"[0.05, 0.95]","[19.0, 5.0]"
P029,17,A,0,problem13756,24 for sure,75% chance of 10; 25% chance of 53,[1.0],[24.0],"[0.75, 0.25]","[10.0, 53.0]"
P029,18,B,1,problem11271,24 for sure,50% chance of -16; 25% chance of 62.5; 25% chance of 63.5,[1.0],[24.0],"[0.5, 0.25, 0.25]","[-16.0, 62.5, 63.5]"
P029,19,A,0,problem514,25% chance of 17; 0.58594% chance of 25.5; 4.10156% chance of 26.5; 12.3047% chance of 27.5; 20.5078% chance of 28.5; 20.5078% chance of 29.5; 12.3047% chance of 30.5; 4.10156% chance of 31.5; 0.58594% chance of 32.5,25 for sure,"[0.25, 0.0058594, 0.0410156, 0.12304690000000001, 0.20507809999999999, 0.20507809999999999, 0.12304690000000001, 0.0410156, 0.0058594]","[17.0, 25.5, 26.5, 27.5, 28.5, 29.5, 30.5, 31.5, 32.5]",[1.0],[25.0]
P029,20,A,0,problem11787,-6 for sure,60% chance of -38; 40% chance of 35,[1.0],[-6.0],"[0.6, 0.4]","[-38.0, 35.0]"
P029,21,B,1,problem9723,75% chance of -9; 3.125% chance of 43.5; 9.375% chance of 44.5; 9.375% chance of 45.5; 3.125% chance of 46.5,75% chance of 13; 25% chance of -12,"[0.75, 0.03125, 0.09375, 0.09375, 0.03125]","[-9.0, 43.5, 44.5, 45.5, 46.5]","[0.75, 0.25]","[13.0, -12.0]"
P029,22,B,1,problem2190,20% chance of 41; 80% chance of -14,80% chance of -11; 20% chance of 21,"[0.2, 0.8]","[41.0, -14.0]","[0.8, 0.2]","[-11.0, 21.0]"
P029,23,B,1,problem686,50% chance of -42; 50% chance of 13,-7 for sure,"[0.5, 0.5]","[-42.0, 13.0]",[1.0],[-7.0]
