row_id,Problem,Feedback,n,Block,Ha,pHa,La,Hb,pHb,Lb,LotShapeB,LotNumB,Amb,Corr,bRate,bRate_std,lottery_A,lottery_B,ev_A,ev_B,sd_A,sd_B,min_A,min_B,max_A,max_B,n_outcomes_A,n_outcomes_B,majority_choice
7252,5861,False,16,1,17,1.0,17,23,0.6,4,0,1,False,0,0.3625,0.3283798613394758,$17 for sure,40% chance of $4; 60% chance of $23,17.0,15.399999999999999,0.0,9.308061022576078,17.0,4.0,17.0,23.0,1,2,A
7255,5863,False,16,1,28,1.0,28,100,0.01,22,0,1,False,0,0.475,0.3642343567906063,$28 for sure,99% chance of $22; 1% chance of $100,28.0,22.78,0.0,7.760902009431636,28.0,22.0,28.0,100.0,1,2,A
7259,5867,False,16,1,23,1.0,23,31,0.5,22,3,4,False,0,0.5375000000000001,0.4177319714841085,$23 for sure,50% chance of $22; 25% chance of $34; 12.5% chance of $32; 6.25% chance of $28; 6.25% chance of $20,23.0,26.5,0.0,5.545268253204709,23.0,20.0,23.0,34.0,1,5,B
7262,5869,False,16,1,80,0.4,-25,59,0.1,15,2,5,False,0,0.5750000000000001,0.3568379650952703,40% chance of $80; 60% chance of -$25,90% chance of $15; 5% chance of $55; 2.5% chance of $57; 1.25% chance of $61; 0.625% chance of $69; 0.625% chance of $85,17.0,19.39999999999999,51.43928459844674,13.417898494175596,-25.0,15.0,80.0,85.0,2,6,B
7264,5871,False,16,1,59,0.01,-1,7,0.4,-19,3,4,False,0,0.5375,0.4364630568559039,1% chance of $59; 99% chance of -$1,60% chance of -$19; 20% chance of $10; 10% chance of $8; 5% chance of $4; 5% chance of -$4,-0.4,-8.6,5.96992462263972,13.062924634246345,-1.0,-19.0,59.0,10.0,2,5,B
7274,5880,False,16,1,52,0.4,7,111,0.25,1,1,8,False,0,0.475,0.3714835124201341,40% chance of $52; 60% chance of $7,75% chance of $1; 0.195% chance of $107.5; 1.367% chance of $108.5; 4.102% chance of $109.5; 6.836% chance of $110.5; 6.836% chance of $111.5; 4.102% chance of $112.5; 1.367% chance of $113.5; 0.195% chance of $114.5,25.0,28.5,22.045407685048602,47.63598954572058,7.0,1.0,52.0,114.5,2,9,A
7286,5891,False,16,1,13,1.0,13,31,0.1,-4,3,4,False,0,0.3,0.3864367132317184,$13 for sure,90% chance of -$4; 5% chance of $34; 2.5% chance of $32; 1.25% chance of $28; 1.25% chance of $20,13.0,-0.5000000000000002,0.0,10.599528291391085,13.0,-4.0,13.0,34.0,1,5,A
7289,5893,False,16,1,10,1.0,10,28,0.05,2,2,7,False,0,0.4375,0.3879432948254165,$10 for sure,95% chance of $2; 2.5% chance of $22; 1.25% chance of $24; 0.625% chance of $28; 0.312% chance of $36; 0.156% chance of $52; 0.078% chance of $84; 0.078% chance of $148,10.0,3.3000000000000123,0.0,6.928924880528137,10.0,2.0,10.0,148.0,1,8,A
7297,5899,False,16,1,19,1.0,19,67,0.4,-4,0,1,False,0,0.3875,0.3827531841800928,$19 for sure,60% chance of -$4; 40% chance of $67,19.0,24.400000000000002,0.0,34.78275434752113,19.0,-4.0,19.0,67.0,1,2,A
7298,5900,False,15,1,7,0.1,-12,34,0.2,-30,0,1,False,0,0.4133333333333333,0.4240395309514477,10% chance of $7; 90% chance of -$12,80% chance of -$30; 20% chance of $34,-10.100000000000001,-17.2,5.699999999999999,25.6,-12.0,-30.0,7.0,34.0,2,2,A
7302,5903,False,15,1,32,0.9,-6,40,0.8,-14,3,2,False,-1,0.3733333333333333,0.3011090610836324,90% chance of $32; 10% chance of -$6,20% chance of -$14; 40% chance of $41; 40% chance of $39,28.2,29.200000000000003,11.399999999999999,21.618510586994656,-6.0,-14.0,32.0,41.0,2,3,A
7305,5905,False,15,1,11,1.0,11,23,0.05,6,0,1,False,0,0.24,0.33123146848433,$11 for sure,95% chance of $6; 5% chance of $23,11.0,6.85,0.0,3.705064102009572,11.0,6.0,11.0,23.0,1,2,A
7310,5909,False,15,1,110,0.05,-7,25,0.05,-5,3,3,False,0,0.5333333333333333,0.4577377082170634,5% chance of $110; 95% chance of -$7,95% chance of -$5; 2.5% chance of $27; 1.25% chance of $25; 1.25% chance of $21,-1.1499999999999995,-3.4999999999999982,25.499558819712945,6.561249880929704,-7.0,-5.0,110.0,27.0,2,4,B
7315,5913,False,16,1,50,0.1,0,40,0.4,-27,0,1,False,0,0.3250000000000001,0.3714835124201341,10% chance of $50; 90% chance of $0,60% chance of -$27; 40% chance of $40,5.0,-0.1999999999999993,15.0,32.82316255329459,0.0,-27.0,50.0,40.0,2,2,A
7318,5915,False,16,1,69,0.4,-21,84,0.1,-3,0,1,False,0,0.5375,0.4425306015783918,40% chance of $69; 60% chance of -$21,90% chance of -$3; 10% chance of $84,15.000000000000002,5.7,44.090815370097204,26.099999999999998,-21.0,-3.0,69.0,84.0,2,2,B
7323,5920,False,16,1,23,1.0,23,55,0.2,10,1,8,False,0,0.5895833333333333,0.3909568035246634,$23 for sure,80% chance of $10; 0.156% chance of $51.5; 1.094% chance of $52.5; 3.281% chance of $53.5; 5.469% chance of $54.5; 5.469% chance of $55.5; 3.281% chance of $56.5; 1.094% chance of $57.5; 0.156% chance of $58.5,23.0,19.0,0.0,18.009719598039275,23.0,10.0,23.0,58.5,1,9,B
7324,5921,False,16,1,11,1.0,11,72,0.25,-8,1,4,False,0,0.4625000000000001,0.4112987559751022,$11 for sure,75% chance of -$8; 3.125% chance of $70.5; 9.375% chance of $71.5; 9.375% chance of $72.5; 3.125% chance of $73.5,11.0,12.0,0.0,34.64372237505664,11.0,-8.0,11.0,73.5,1,5,A
7328,5924,False,16,1,37,0.5,-1,76,0.01,31,1,2,False,0,0.925,0.1437590576856521,50% chance of $37; 50% chance of -$1,99% chance of $31; 0.5% chance of $75.5; 0.5% chance of $76.5,18.0,31.450000000000003,19.0,4.4777226354476225,-1.0,31.0,37.0,76.5,2,3,B
7330,5926,False,16,1,7,0.95,-2,43,0.5,-37,0,1,False,1,0.2625,0.2390955178723907,95% chance of $7; 5% chance of -$2,50% chance of -$37; 50% chance of $43,6.549999999999999,3.0,1.9615045245933038,40.0,-2.0,-37.0,7.0,43.0,2,2,A
7332,5927,False,16,1,5,1.0,5,13,0.6,-1,0,1,False,0,0.6874999999999999,0.3422961680572347,$5 for sure,40% chance of -$1; 60% chance of $13,5.0,7.3999999999999995,0.0,6.858571279792898,5.0,-1.0,5.0,13.0,1,2,B
7335,5929,False,16,1,9,1.0,9,90,0.2,-10,0,1,False,0,0.4625,0.4425306015783918,$9 for sure,80% chance of -$10; 20% chance of $90,9.0,10.0,0.0,40.0,9.0,-10.0,9.0,90.0,1,2,A
7336,5930,False,16,1,-4,1.0,-4,-6,0.99,-15,0,1,False,0,0.1431818181818182,0.2000413180460973,-$4 for sure,1% chance of -$15; 99% chance of -$6,-4.0,-6.09,0.0,0.8954886933959584,-4.0,-15.0,-4.0,-6.0,1,2,A
7338,5932,False,16,1,24,0.25,16,65,0.4,-23,0,1,False,0,0.375,0.2909753712372692,25% chance of $24; 75% chance of $16,60% chance of -$23; 40% chance of $65,18.0,12.200000000000001,3.4641016151377544,43.111019472983934,16.0,-23.0,24.0,65.0,2,2,A
7342,5935,False,16,1,27,0.25,19,36,0.4,18,1,8,False,0,0.6000000000000001,0.3723797345005051,25% chance of $27; 75% chance of $19,60% chance of $18; 0.312% chance of $32.5; 2.188% chance of $33.5; 6.562% chance of $34.5; 10.938% chance of $35.5; 10.938% chance of $36.5; 6.562% chance of $37.5; 2.188% chance of $38.5; 0.312% chance of $39.5,21.0,25.200000000000003,3.4641016151377544,8.857764955111419,19.0,18.0,27.0,39.5,2,9,B
7344,5936,False,16,1,24,0.8,-26,14,1.0,14,0,1,False,0,0.4625,0.4047633053197057,80% chance of $24; 20% chance of -$26,$14 for sure,14.000000000000004,14.0,19.999999999999996,0.0,-26.0,14.0,24.0,14.0,2,1,A
7349,5940,False,16,1,27,1.0,27,96,0.05,22,0,1,False,0,0.6375000000000001,0.3739429546512855,$27 for sure,95% chance of $22; 5% chance of $96,27.0,25.7,0.0,16.12792609110049,27.0,22.0,27.0,96.0,1,2,B
7350,5941,False,16,1,0,1.0,0,28,0.1,2,0,1,False,0,0.925,0.2175622516277429,$0 for sure,90% chance of $2; 10% chance of $28,0.0,4.6000000000000005,0.0,7.8,0.0,2.0,0.0,28.0,1,2,B
7355,5945,False,16,1,12,1.0,12,89,0.05,16,1,2,False,0,0.7999999999999999,0.3577708763999663,$12 for sure,95% chance of $16; 2.5% chance of $88.5; 2.5% chance of $89.5,12.0,19.65,0.0,15.910373974234545,12.0,16.0,12.0,89.5,1,3,B
7357,5946,False,16,1,9,0.2,-14,-8,0.75,-18,1,8,False,0,0.375,0.3855731664245668,20% chance of $9; 80% chance of -$14,25% chance of -$18; 0.586% chance of -$11.5; 4.102% chance of -$10.5; 12.305% chance of -$9.5; 20.508% chance of -$8.5; 20.508% chance of -$7.5; 12.305% chance of -$6.5; 4.102% chance of -$5.5; 0.586% chance of -$4.5,-9.4,-10.5,9.2,4.479118216792229,-14.0,-18.0,9.0,-4.5,2,9,A
7358,5947,False,16,1,39,0.75,-45,18,1.0,18,3,4,False,0,0.7125,0.3649200825751669,75% chance of $39; 25% chance of -$45,50% chance of $21; 25% chance of $19; 12.5% chance of $15; 12.5% chance of $7,18.0,18.0,36.373066958946424,4.58257569495584,-45.0,7.0,39.0,21.0,2,4,B
7361,5949,False,16,1,54,0.05,29,72,0.4,-2,1,2,False,0,0.25,0.2250925735484551,5% chance of $54; 95% chance of $29,60% chance of -$2; 20% chance of $71.5; 20% chance of $72.5,30.249999999999996,27.6,5.448623679425842,36.253827384153524,29.0,-2.0,54.0,72.5,2,3,A
7365,5952,False,16,1,10,1.0,10,16,0.4,11,0,1,False,0,0.65,0.4226897995772629,$10 for sure,60% chance of $11; 40% chance of $16,10.0,13.0,0.0,2.449489742783178,10.0,11.0,10.0,16.0,1,2,B
7367,5954,False,15,1,73,0.1,-19,60,0.2,-21,1,4,False,0,0.6933333333333334,0.4131182235954578,10% chance of $73; 90% chance of -$19,80% chance of -$21; 2.5% chance of $58.5; 7.5% chance of $59.5; 7.5% chance of $60.5; 2.5% chance of $61.5,-9.8,-4.799999999999999,27.6,32.40231473212987,-19.0,-21.0,73.0,61.5,2,5,B
7369,5955,False,15,1,25,1.0,25,35,0.75,-1,0,1,False,0,0.4,0.4140393356054125,$25 for sure,25% chance of -$1; 75% chance of $35,25.0,26.0,0.0,15.588457268119896,25.0,-1.0,25.0,35.0,1,2,A
7380,5965,False,15,1,2,1.0,2,0,0.99,-4,1,6,False,0,0.08,0.211119465164699,$2 for sure,1% chance of -$4; 3.094% chance of -$2.5; 15.469% chance of -$1.5; 30.938% chance of -$0.5; 30.938% chance of $0.5; 15.469% chance of $1.5; 3.094% chance of $2.5,2.0,-0.04000000000000008,0.0,1.1814821200509131,2.0,-4.0,2.0,2.5,1,7,A
7382,5967,False,15,1,27,0.1,-10,-6,1.0,-6,3,4,False,0,0.3733333333333333,0.439913411393435,10% chance of $27; 90% chance of -$10,50% chance of -$3; 25% chance of -$5; 12.5% chance of -$9; 12.5% chance of -$17,-6.3,-6.0,11.1,4.58257569495584,-10.0,-17.0,27.0,-3.0,2,4,A
7385,5970,False,15,1,49,0.1,-3,25,0.25,-4,0,1,False,0,0.6666666666666666,0.3518657752744984,10% chance of $49; 90% chance of -$3,75% chance of -$4; 25% chance of $25,2.2,3.25,15.6,12.55736835487436,-3.0,-4.0,49.0,25.0,2,2,B
7405,5989,False,15,1,24,1.0,24,54,0.1,17,1,4,False,0,0.3866666666666666,0.3661901665736508,$24 for sure,90% chance of $17; 1.25% chance of $52.5; 3.75% chance of $53.5; 3.75% chance of $54.5; 1.25% chance of $55.5,24.0,20.700000000000003,0.0,11.103377864415856,24.0,17.0,24.0,55.5,1,5,A
7409,5992,False,15,1,-5,1.0,-5,-4,0.99,-23,0,1,False,0,0.4933333333333333,0.3990464825532173,-$5 for sure,1% chance of -$23; 99% chance of -$4,-5.0,-4.19,0.0,1.8904761305025786,-5.0,-23.0,-5.0,-4.0,1,2,A
7412,5994,False,15,1,24,1.0,24,48,0.05,24,0,1,False,0,0.8933333333333333,0.225092573548455,$24 for sure,95% chance of $24; 5% chance of $48,24.0,25.199999999999996,0.0,5.230678732248808,24.0,24.0,24.0,48.0,1,2,B
7414,5995,False,15,1,6,0.95,-33,4,1.0,4,0,1,False,0,0.5599999999999999,0.4154171741411621,95% chance of $6; 5% chance of -$33,$4 for sure,4.049999999999998,4.0,8.499852939904317,0.0,-33.0,4.0,6.0,4.0,2,1,B
7426,6006,False,16,1,26,1.0,26,26,0.9,11,0,1,False,0,0.175,0.2720294101747089,$26 for sure,10% chance of $11; 90% chance of $26,26.0,24.5,0.0,4.499999999999999,26.0,11.0,26.0,26.0,1,2,A
7430,6009,False,16,1,47,0.25,-16,0,1.0,0,0,1,False,0,0.6,0.3346640106136301,25% chance of $47; 75% chance of -$16,$0 for sure,-0.25,0.0,27.279800219209818,0.0,-16.0,0.0,47.0,0.0,2,1,B
7432,6010,False,15,1,59,0.4,-11,19,0.25,18,1,8,False,1,0.68,0.3277629805645711,40% chance of $59; 60% chance of -$11,75% chance of $18; 0.195% chance of $15.5; 1.367% chance of $16.5; 4.102% chance of $17.5; 6.836% chance of $18.5; 6.836% chance of $19.5; 4.102% chance of $20.5; 1.367% chance of $21.5; 0.195% chance of $22.5,17.0,18.25,34.292856398964496,0.7905694150420949,-11.0,15.5,59.0,22.5,2,9,B
7434,6011,False,31,1,27,1.0,27,61,0.01,26,0,1,False,0,0.5096774193548387,0.3419111372951334,$27 for sure,99% chance of $26; 1% chance of $61,27.0,26.349999999999998,0.0,3.48245602987317,27.0,26.0,27.0,61.0,1,2,B
7438,6014,False,16,1,23,1.0,23,26,0.05,21,0,1,False,0,0.5874999999999999,0.4031128874149274,$23 for sure,95% chance of $21; 5% chance of $26,23.0,21.25,0.0,1.0897247358851685,23.0,21.0,23.0,26.0,1,2,B
7442,6017,False,16,1,14,0.6,12,41,0.4,-2,0,1,False,0,0.475,0.3087609647175843,60% chance of $14; 40% chance of $12,60% chance of -$2; 40% chance of $41,13.200000000000001,15.200000000000003,0.9797958971132713,21.06561178793533,12.0,-2.0,14.0,41.0,2,2,A
7448,6021,False,16,1,29,1.0,29,68,0.2,11,0,1,False,0,0.475,0.3714835124201342,$29 for sure,80% chance of $11; 20% chance of $68,29.0,22.400000000000002,0.0,22.8,29.0,11.0,29.0,68.0,1,2,A
7460,6032,False,15,1,-6,0.95,-38,85,0.1,-14,1,4,False,0,0.9066666666666666,0.2120197654757238,95% chance of -$6; 5% chance of -$38,90% chance of -$14; 1.25% chance of $83.5; 3.75% chance of $84.5; 3.75% chance of $85.5; 1.25% chance of $86.5,-7.600000000000001,-4.1,6.974238309665081,29.701262599424965,-38.0,-14.0,-6.0,86.5,2,5,B
7469,6039,False,15,1,0,1.0,0,18,0.6,-50,1,4,False,0,0.4133333333333334,0.3502380143083653,$0 for sure,40% chance of -$50; 7.5% chance of $16.5; 22.5% chance of $17.5; 22.5% chance of $18.5; 7.5% chance of $19.5,0.0,-9.200000000000001,0.0,33.31981392505066,0.0,-50.0,0.0,19.5,1,5,A
7471,6040,False,15,1,21,1.0,21,51,0.4,-4,0,1,False,0,0.4,0.2828427124746189,$21 for sure,60% chance of -$4; 40% chance of $51,21.0,18.000000000000004,0.0,26.944387170614963,21.0,-4.0,21.0,51.0,1,2,A
7474,6042,False,15,1,23,1.0,23,29,0.25,26,0,1,False,0,0.5466666666666666,0.341983012666391,$23 for sure,75% chance of $26; 25% chance of $29,23.0,26.75,0.0,1.299038105676658,23.0,26.0,23.0,29.0,1,2,B
7475,6043,False,16,1,25,1.0,25,41,0.8,-36,0,1,False,0,0.25,0.3141125063837266,$25 for sure,20% chance of -$36; 80% chance of $41,25.0,25.600000000000005,0.0,30.799999999999997,25.0,-36.0,25.0,41.0,1,2,A
7479,6047,False,16,1,-1,1.0,-1,81,0.01,-1,0,1,False,0,0.875,0.2294921930407801,-$1 for sure,99% chance of -$1; 1% chance of $81,-1.0,-0.17999999999999994,0.0,8.158896984274284,-1.0,-1.0,-1.0,81.0,1,2,B
7480,6048,False,32,1,1,1.0,1,4,0.9,-7,0,1,False,0,0.5562499999999999,0.324223638468782,$1 for sure,10% chance of -$7; 90% chance of $4,1.0,2.9000000000000004,0.0,3.2999999999999994,1.0,-7.0,1.0,4.0,1,2,B
7482,6049,False,16,1,57,0.4,-1,51,0.01,16,1,2,False,1,0.7499999999999999,0.3464101615137754,40% chance of $57; 60% chance of -$1,99% chance of $16; 0.5% chance of $50.5; 0.5% chance of $51.5,22.2,16.35,28.414081016284864,3.4828149534535995,-1.0,16.0,57.0,51.5,2,3,B
7486,6053,False,16,1,57,0.4,-8,18,1.0,18,2,6,False,0,0.8089285714285713,0.2569774600348957,40% chance of $57; 60% chance of -$8,50% chance of $13; 25% chance of $15; 12.5% chance of $19; 6.25% chance of $27; 3.125% chance of $43; 3.125% chance of $75,18.0,18.0,31.843366656181317,11.874342087037917,-8.0,13.0,57.0,75.0,2,6,B
7488,6054,False,15,1,-5,1.0,-5,-2,0.99,-3,1,6,False,0,0.8133333333333332,0.3335237551331168,-$5 for sure,1% chance of -$3; 3.094% chance of -$4.5; 15.469% chance of -$3.5; 30.938% chance of -$2.5; 30.938% chance of -$1.5; 15.469% chance of -$0.5; 3.094% chance of $0.5,-5.0,-2.01,0.0,1.1168706281391771,-5.0,-4.5,-5.0,0.5,1,7,B
7489,6055,False,16,1,-5,1.0,-5,33,0.5,-39,1,8,False,0,0.675,0.405791407827552,-$5 for sure,50% chance of -$39; 0.391% chance of $29.5; 2.734% chance of $30.5; 8.203% chance of $31.5; 13.672% chance of $32.5; 13.672% chance of $33.5; 8.203% chance of $34.5; 2.734% chance of $35.5; 0.391% chance of $36.5,-5.0,-3.0,0.0,36.01215072721983,-5.0,-39.0,-5.0,36.5,1,9,B
7491,6056,False,16,1,17,0.95,-22,16,0.6,-7,2,5,False,0,0.4375000000000001,0.4455333881989093,95% chance of $17; 5% chance of -$22,40% chance of -$7; 30% chance of $12; 15% chance of $14; 7.5% chance of $18; 3.75% chance of $26; 3.75% chance of $42,15.049999999999997,6.800000000000001,8.499852939904319,12.71849047646772,-22.0,-7.0,17.0,42.0,2,6,A
7492,6057,False,16,1,12,1.0,12,58,0.2,5,0,1,False,0,0.4625,0.4303099657998484,$12 for sure,80% chance of $5; 20% chance of $58,12.0,15.600000000000001,0.0,21.200000000000003,12.0,5.0,12.0,58.0,1,2,A
7494,6058,False,16,1,10,1.0,10,27,0.2,10,0,1,False,0,0.7625,0.3667424164178449,$10 for sure,80% chance of $10; 20% chance of $27,10.0,13.4,0.0,6.8,10.0,10.0,10.0,27.0,1,2,B
7496,6060,False,16,1,21,1.0,21,17,0.99,17,2,5,False,0,0.425,0.3785938897200183,$21 for sure,1% chance of $17; 49.5% chance of $13; 24.75% chance of $15; 12.375% chance of $19; 6.188% chance of $27; 6.188% chance of $43,21.0,17.0,0.0,7.577598564189056,21.0,13.0,21.0,43.0,1,6,A
7500,6063,False,16,1,0,1.0,0,6,0.1,1,0,1,False,0,0.95,0.1549193338482966,$0 for sure,90% chance of $1; 10% chance of $6,0.0,1.5,0.0,1.5,0.0,1.0,0.0,6.0,1,2,B
7502,6064,False,16,1,-10,1.0,-10,113,0.25,-45,0,1,False,0,0.5375,0.3774917217635375,-$10 for sure,75% chance of -$45; 25% chance of $113,-10.0,-5.5,0.0,68.41600689897065,-10.0,-45.0,-10.0,113.0,1,2,B
7506,6067,False,16,1,28,1.0,28,31,0.6,30,2,5,False,0,0.5750000000000001,0.4781910357447812,$28 for sure,40% chance of $30; 30% chance of $27; 15% chance of $29; 7.5% chance of $33; 3.75% chance of $41; 3.75% chance of $57,28.0,30.60000000000001,0.0,5.919459434779499,28.0,27.0,28.0,57.0,1,6,B
7514,6074,False,15,1,11,1.0,11,24,0.8,-41,0,1,False,0,0.3200000000000001,0.360951124510943,$11 for sure,20% chance of -$41; 80% chance of $24,11.0,11.000000000000005,0.0,26.0,11.0,-41.0,11.0,24.0,1,2,A
7544,6100,False,15,1,19,1.0,19,22,0.05,19,1,6,False,0,0.8533333333333334,0.277402921672395,$19 for sure,95% chance of $19; 0.156% chance of $19.5; 0.781% chance of $20.5; 1.562% chance of $21.5; 1.562% chance of $22.5; 0.781% chance of $23.5; 0.156% chance of $24.5,19.0,19.150000000000002,0.0,0.7,19.0,19.0,19.0,24.5,1,7,B
7562,6118,False,15,1,-5,1.0,-5,-9,0.75,-12,0,1,False,0,0.1466666666666666,0.192230020944651,-$5 for sure,25% chance of -$12; 75% chance of -$9,-5.0,-9.75,0.0,1.299038105676658,-5.0,-12.0,-5.0,-9.0,1,2,A
7563,6119,False,16,1,24,1.0,24,86,0.2,-5,0,1,False,0,0.1624999999999999,0.2093641166325627,$24 for sure,80% chance of -$5; 20% chance of $86,24.0,13.2,0.0,36.4,24.0,-5.0,24.0,86.0,1,2,A
7568,6123,False,16,1,0,1.0,0,32,0.2,-2,0,1,False,0,0.65,0.3386246693120078,$0 for sure,80% chance of -$2; 20% chance of $32,0.0,4.800000000000001,0.0,13.6,0.0,-2.0,0.0,32.0,1,2,B
7586,6139,False,15,1,52,0.6,-11,23,0.99,8,0,1,False,0,0.7866666666666667,0.277402921672395,60% chance of $52; 40% chance of -$11,1% chance of $8; 99% chance of $23,26.799999999999997,22.85,30.863570759068043,1.4924811556599304,-11.0,8.0,52.0,23.0,2,2,B
7595,6147,False,15,1,32,0.6,-50,23,0.5,-15,1,8,False,0,0.72,0.3363671463488329,60% chance of $32; 40% chance of -$50,50% chance of -$15; 0.391% chance of $19.5; 2.734% chance of $20.5; 8.203% chance of $21.5; 13.672% chance of $22.5; 13.672% chance of $23.5; 8.203% chance of $24.5; 2.734% chance of $25.5; 0.391% chance of $26.5,-0.8000000000000007,4.0,40.17163178164412,19.0230123797468,-50.0,-15.0,32.0,26.5,2,9,B
7624,6175,False,16,1,20,1.0,20,17,0.95,-22,0,1,False,0,0.225,0.2720294101747089,$20 for sure,5% chance of -$22; 95% chance of $17,20.0,15.049999999999997,0.0,8.499852939904319,20.0,-22.0,20.0,17.0,1,2,A
7628,6177,False,16,1,57,0.4,-31,73,0.05,6,3,7,False,0,0.7000000000000001,0.3183289703016885,40% chance of $57; 60% chance of -$31,95% chance of $6; 2.5% chance of $79; 1.25% chance of $77; 0.625% chance of $73; 0.312% chance of $65; 0.156% chance of $49; 0.078% chance of $17; 0.078% chance of -$47,4.200000000000003,9.349999999999994,43.111019472983934,15.136958082785332,-31.0,-47.0,57.0,79.0,2,8,B
7637,6185,False,15,1,5,0.4,-17,87,0.01,-2,0,1,False,0,0.6,0.3703280399090206,40% chance of $5; 60% chance of -$17,99% chance of -$2; 1% chance of $87,-8.2,-1.1099999999999999,10.777754868245983,8.855388190248917,-17.0,-2.0,5.0,87.0,2,2,B
7644,6191,False,16,1,31,0.5,-5,52,0.4,-9,2,5,False,-1,0.475,0.4187282332651254,50% chance of $31; 50% chance of -$5,60% chance of -$9; 20% chance of $48; 10% chance of $50; 5% chance of $54; 2.5% chance of $62; 2.5% chance of $78,13.0,15.399999999999999,18.0,30.26945655276949,-5.0,-9.0,31.0,78.0,2,6,A
7647,6193,False,16,1,24,1.0,24,48,0.4,22,0,1,False,0,0.7000000000000001,0.3794733192202056,$24 for sure,60% chance of $22; 40% chance of $48,24.0,32.400000000000006,0.0,12.737346662472527,24.0,22.0,24.0,48.0,1,2,B
7651,6195,False,32,1,20,1.0,20,59,0.25,6,3,6,False,0,0.4312499999999999,0.348672598070398,$20 for sure,75% chance of $6; 12.5% chance of $64; 6.25% chance of $62; 3.125% chance of $58; 1.562% chance of $50; 0.781% chance of $34; 0.781% chance of $2,20.0,19.25,0.0,23.70522094391866,20.0,2.0,20.0,64.0,1,7,A
7657,6199,False,16,1,23,0.25,-13,32,0.25,-32,2,2,False,1,0.2375,0.3364025366531392,25% chance of $23; 75% chance of -$13,75% chance of -$32; 12.5% chance of $31; 12.5% chance of $33,-4.0,-16.0,15.588457268119896,27.7173231030704,-13.0,-32.0,23.0,33.0,2,3,A
7659,6200,False,15,1,22,1.0,22,77,0.05,18,3,5,False,0,0.6,0.4208834246473209,$22 for sure,95% chance of $18; 2.5% chance of $81; 1.25% chance of $79; 0.625% chance of $75; 0.312% chance of $67; 0.313% chance of $51,22.0,20.95,0.0,12.971025402796805,22.0,18.0,22.0,81.0,1,6,B
7663,6203,False,16,1,25,1.0,25,44,0.4,11,0,1,False,0,0.4375,0.3739429546512855,$25 for sure,60% chance of $11; 40% chance of $44,25.0,24.200000000000003,0.0,16.166632302368974,25.0,11.0,25.0,44.0,1,2,A
7666,6205,False,16,1,30,1.0,30,44,0.6,4,3,5,False,0,0.2250000000000001,0.1914854215512677,$30 for sure,40% chance of $4; 30% chance of $48; 15% chance of $46; 7.5% chance of $42; 3.75% chance of $34; 3.75% chance of $18,30.0,27.999999999999996,0.0,20.464603587658377,30.0,4.0,30.0,48.0,1,6,A
7668,6206,False,16,1,12,1.0,12,55,0.4,-7,3,2,False,0,0.5499999999999999,0.3687817782917155,$12 for sure,60% chance of -$7; 20% chance of $56; 20% chance of $54,12.0,17.8,0.0,30.38025674677553,12.0,-7.0,12.0,56.0,1,3,B
7671,6208,False,15,1,44,0.5,14,66,0.25,22,0,1,False,0,0.6666666666666667,0.3086066999241838,50% chance of $44; 50% chance of $14,75% chance of $22; 25% chance of $66,29.0,33.0,15.0,19.05255888325765,14.0,22.0,44.0,66.0,2,2,B
7675,6211,False,32,1,4,1.0,4,83,0.4,-50,3,2,False,0,0.4875,0.3517238652968474,$4 for sure,60% chance of -$50; 20% chance of $84; 20% chance of $82,4.0,3.1999999999999993,0.0,65.15949662175116,4.0,-50.0,4.0,84.0,1,3,A
7676,6212,False,16,1,0,1.0,0,44,0.05,-9,0,1,False,0,0.5249999999999999,0.3924283374069717,$0 for sure,95% chance of -$9; 5% chance of $44,0.0,-6.349999999999999,0.0,11.551082200382785,0.0,-9.0,0.0,44.0,1,2,B
7679,6214,False,16,1,28,1.0,28,39,0.6,-12,2,4,False,0,0.35,0.3614784456460256,$28 for sure,40% chance of -$12; 30% chance of $36; 15% chance of $38; 7.5% chance of $42; 7.5% chance of $50,28.0,18.600000000000005,0.0,25.235689013775712,28.0,-12.0,28.0,50.0,1,5,A
7685,6218,False,16,1,62,0.4,7,37,0.01,20,0,1,False,0,0.5625,0.4014556845614054,40% chance of $62; 60% chance of $7,99% chance of $20; 1% chance of $37,29.0,20.17,26.94438717061496,1.6914786430812538,7.0,20.0,62.0,37.0,2,2,B
7688,6220,False,16,1,6,1.0,6,12,0.25,10,1,4,False,0,0.8125,0.2963668897386031,$6 for sure,75% chance of $10; 3.125% chance of $10.5; 9.375% chance of $11.5; 9.375% chance of $12.5; 3.125% chance of $13.5,6.0,10.5,0.0,0.9682458365518543,6.0,10.0,6.0,13.5,1,5,B
7690,6222,False,32,1,86,0.25,-39,31,0.1,-5,1,8,False,0,0.5645833333333333,0.3274685680831632,25% chance of $86; 75% chance of -$39,90% chance of -$5; 0.078% chance of $27.5; 0.547% chance of $28.5; 1.641% chance of $29.5; 2.734% chance of $30.5; 2.734% chance of $31.5; 1.641% chance of $32.5; 0.547% chance of $33.5; 0.078% chance of $34.5,-7.75,-1.4000000000000004,54.12658773652741,10.808098815240356,-39.0,-5.0,86.0,34.5,2,9,B
